url,url_length,domain_length,path_length,query_length,fragment_length,subdomain_count,special_char_count,digit_count,letter_count,suspicious_words_count,ip_in_domain,shortened_url,suspicious_tld,domain_age_days,ssl_certificate,redirect_count,suspicious_extension,url_depth,avg_word_length,entropy,suspicious_patterns,label
https://www.microsoft.com/blog,30,9,5,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,3.8980685120588388,0,0
https://www.netflix.com/privacy,31,7,8,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,4.235981390822668,0,0
http://www.ibm.com/privacy,26,3,8,0,0,1,6,0,20,0,0,0,0,0,0,0,0,1,4.0,3.8731406795131322,0,0
https://www.oracle.com/signup,29,6,7,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,4.1162646156680225,0,0
http://www.facebook.com/blog,28,8,5,0,0,1,6,0,22,0,0,0,0,0,0,0,0,1,4.4,3.8962915290459277,0,0
https://www.twitter.com/about?category=576,42,7,6,12,0,1,8,3,31,0,0,0,0,0,1,0,0,1,5.166666666666667,4.269430292808995,0,0
http://www.amazon.com/terms?page=378,36,6,6,8,0,1,8,3,25,0,0,0,0,0,0,0,0,1,4.166666666666667,4.287301737252941,0,0
http://www.twitter.com/contact,30,7,8,0,0,1,6,0,24,0,0,0,0,0,0,0,0,1,4.8,3.5348486136508463,0,0
http://www.dropbox.com/services?page=797,40,7,9,8,0,1,8,3,29,0,0,0,0,0,0,0,0,1,4.833333333333333,4.427567157116928,0,0
http://www.netflix.com/services,31,7,9,0,0,1,6,0,25,0,0,0,0,0,0,0,0,1,5.0,4.082597923010943,0,0
http://www.google.com/contact,29,6,8,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.676440908696869,0,0
https://www.netflix.com/support?ref=399,39,7,8,7,0,1,8,3,28,0,0,0,0,0,1,0,0,1,4.666666666666667,4.355539077670187,0,0
https://www.zoom.us/privacy,27,4,8,0,0,1,6,0,21,0,0,0,0,0,1,0,0,1,4.2,4.032303242743954,0,0
https://www.ibm.com/login,25,3,6,0,0,1,6,0,19,1,0,0,0,0,1,0,0,1,3.8,3.8634651896016465,0,0
http://www.google.com,21,6,0,0,0,1,5,0,16,0,0,0,0,0,0,0,0,0,4.0,3.5585186130489057,0,0
https://www.amazon.com/help,27,6,5,0,0,1,6,0,21,0,0,0,0,0,1,0,0,1,4.2,3.8841550945958048,0,0
https://www.slack.com/help?lang=575,35,5,5,8,0,1,8,3,24,0,0,0,0,0,1,0,0,1,4.0,4.264578373902382,0,0
http://www.zoom.us/contact,26,4,8,0,0,1,6,0,20,0,0,0,0,0,0,0,0,1,4.0,3.6902603909683838,0,0
https://www.linkedin.com/about,30,8,6,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,4.164735178725505,0,0
https://www.oracle.com/about,28,6,6,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,3.91379956460568,0,0
https://www.google.com/login,28,6,6,0,0,1,6,0,22,1,0,0,0,0,1,0,0,1,4.4,3.7979026896829464,0,0
http://www.apple.com/news?lang=311,34,5,5,8,0,1,8,3,23,0,0,0,0,0,0,0,0,1,3.8333333333333335,4.160704752887782,0,0
http://www.slack.com/products,29,5,9,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.926272374139508,0,0
http://www.apple.com/terms,26,5,6,0,0,1,6,0,20,0,0,0,0,0,0,0,0,1,4.0,3.7381493331928657,0,0
https://www.google.com/products?lang=122,40,6,9,8,0,1,8,3,29,0,0,0,0,0,1,0,0,1,4.833333333333333,4.346439344671015,0,0
https://www.microsoft.com,25,9,0,0,0,1,5,0,20,0,0,0,0,0,1,0,0,0,5.0,3.673269689515108,0,0
https://www.facebook.com/help,29,8,5,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,3.9523029776623857,0,0
https://www.netflix.com/support,31,7,8,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,4.042433003725894,0,0
https://www.youtube.com,23,7,0,0,0,1,5,0,18,0,0,0,0,0,1,0,0,0,4.5,3.7622673906514947,0,0
https://www.youtube.com/login?lang=369,38,7,6,8,0,1,8,3,27,1,0,0,0,0,1,0,0,1,4.5,4.484255144794799,0,0
http://www.google.com/download?lang=205,39,6,9,8,0,1,8,3,28,0,0,0,0,0,0,0,0,1,4.666666666666667,4.1604200911461655,0,0
https://www.zoom.us/support,27,4,8,0,0,1,6,0,21,0,0,0,0,0,1,0,0,1,4.2,3.5500976868678835,0,0
https://www.microsoft.com/news,30,9,5,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,3.8062389286533893,0,0
http://www.spotify.com/signup,29,7,7,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.9262723741395082,0,0
https://www.apple.com/services?lang=184,39,5,9,8,0,1,8,3,28,0,0,0,0,0,1,0,0,1,4.666666666666667,4.419391000636162,0,0
http://www.ibm.com/products?page=137,36,3,9,8,0,1,8,3,25,0,0,0,0,0,0,0,0,1,4.166666666666667,4.4193819456463705,0,0
http://www.stackoverflow.com/contact?page=162,45,13,8,8,0,1,8,3,34,0,0,0,0,0,0,0,0,1,5.666666666666667,4.355866085690481,0,0
https://www.netflix.com/about,29,7,6,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,4.116264615668023,0,0
https://www.adobe.com/support,29,5,8,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,3.90024177061663,0,0
https://www.spotify.com/support,31,7,8,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,3.7600172778496526,0,0
https://www.spotify.com?page=209,32,7,0,8,0,1,7,3,22,0,0,0,0,0,1,0,0,0,4.4,4.304229296672174,0,0
http://www.salesforce.com,25,10,0,0,0,1,5,0,20,0,0,0,0,0,0,0,0,0,5.0,3.893660689688185,0,0
http://www.microsoft.com/services,33,9,9,0,0,1,6,0,27,0,0,0,0,0,0,0,0,1,5.4,3.876838815934793,0,0
https://www.spotify.com/help,28,7,5,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,3.842370993177109,0,0
http://www.google.com/,22,6,1,0,0,1,6,0,16,0,0,0,0,0,0,0,0,0,4.0,3.538310595615006,0,0
https://www.apple.com/privacy?category=529,42,5,8,12,0,1,8,3,31,0,0,0,0,0,1,0,0,1,5.166666666666667,4.3976879582354895,0,0
https://www.zoom.us/signup?ref=496,34,4,7,7,0,1,8,3,23,0,0,0,0,0,1,0,0,1,3.8333333333333335,4.373796296941798,0,0
http://www.zoom.us/terms,24,4,6,0,0,1,6,0,18,0,0,0,0,0,0,0,0,1,3.6,3.6572682296173893,0,0
http://www.github.com/support,29,6,8,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.8143719431796277,0,0
http://www.dropbox.com/about,28,7,6,0,0,1,6,0,22,0,0,0,0,0,0,0,0,1,4.4,3.7979026896829473,0,0
http://www.oracle.com/products,30,6,9,0,0,1,6,0,24,0,0,0,0,0,0,0,0,1,4.8,3.9144093452479405,0,0
https://www.salesforce.com/download,35,10,9,0,0,1,6,0,29,0,0,0,0,0,1,0,0,1,5.8,4.000432302535624,0,0
http://www.microsoft.com/privacy,32,9,8,0,0,1,6,0,26,0,0,0,0,0,0,0,0,1,5.2,3.944548827786958,0,0
http://www.zoom.us/support,26,4,8,0,0,1,6,0,20,0,0,0,0,0,0,0,0,1,4.0,3.555269044648117,0,0
http://www.google.com/products?category=787,43,6,9,12,0,1,8,3,32,0,0,0,0,0,0,0,0,1,5.333333333333333,4.295353348118593,0,0
http://www.zoom.us/services,27,4,9,0,0,1,6,0,21,0,0,0,0,0,0,0,0,1,4.2,3.9302703722934544,0,0
http://www.apple.com/signup,27,5,7,0,0,1,6,0,21,0,0,0,0,0,0,0,0,1,4.2,3.95822916866988,0,0
https://www.spotify.com/download,32,7,9,0,0,1,6,0,26,0,0,0,0,0,1,0,0,1,5.2,3.952819531114783,0,0
http://www.facebook.com/help,28,8,5,0,0,1,6,0,22,0,0,0,0,0,0,0,0,1,4.4,3.869331261111518,0,0
https://www.wikipedia.org/products?page=111,43,9,9,8,0,1,8,3,32,0,0,0,0,0,1,0,0,1,5.333333333333333,4.239763591710147,0,0
https://www.salesforce.com/blog,31,10,5,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,4.018081793978685,0,0
https://www.wikipedia.org/privacy,33,9,8,0,0,1,6,0,27,0,0,0,0,0,1,0,0,1,5.4,4.028946391954607,0,0
https://www.adobe.com/services,30,5,9,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,4.0062389286533895,0,0
http://www.zoom.us/blog,23,4,5,0,0,1,6,0,17,0,0,0,0,0,0,0,0,1,3.4,3.7294461949052566,0,0
https://www.dropbox.com/contact?id=520,38,7,8,6,0,1,8,3,27,0,0,0,0,0,1,0,0,1,4.5,4.293594289588576,0,0
http://www.netflix.com/products,31,7,9,0,0,1,6,0,25,0,0,0,0,0,0,0,0,1,5.0,4.1313003425053605,0,0
http://www.facebook.com/blog?lang=517,37,8,5,8,0,1,8,3,26,0,0,0,0,0,0,0,0,1,4.333333333333333,4.357837824971467,0,0
http://www.netflix.com/,23,7,1,0,0,1,6,0,17,0,0,0,0,0,0,0,0,0,4.25,3.8164027166443875,0,0
https://www.wikipedia.org,25,9,0,0,0,1,5,0,20,0,0,0,0,0,1,0,0,0,5.0,3.813660689688185,0,0
https://www.linkedin.com/terms,30,8,6,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,4.031401845392171,0,0
https://www.wikipedia.org/products,34,9,9,0,0,1,6,0,28,0,0,0,0,0,1,0,0,1,5.6,3.9986525468781666,0,0
http://www.youtube.com/privacy,30,7,8,0,0,1,6,0,24,0,0,0,0,0,0,0,0,1,4.8,4.031401845392171,0,0
https://www.netflix.com/about,29,7,6,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,4.116264615668023,0,0
https://www.facebook.com/login,30,8,6,0,0,1,6,0,24,1,0,0,0,0,1,0,0,1,4.8,4.123231428797621,0,0
https://www.salesforce.com/login,32,10,6,0,0,1,6,0,26,1,0,0,0,0,1,0,0,1,5.2,4.093139062229566,0,0
http://www.twitter.com/signup?id=38,35,7,7,5,0,1,8,2,25,0,0,0,0,0,0,0,0,1,4.166666666666667,4.183014003266,0,0
https://www.dropbox.com/signup,30,7,7,0,0,1,6,0,24,0,0,0,0,0,1,0,0,1,4.8,4.072905595320056,0,0
https://www.facebook.com/services,33,8,9,0,0,1,6,0,27,0,0,0,0,0,1,0,0,1,5.4,4.058656997752975,0,0
https://www.apple.com/news,26,5,5,0,0,1,6,0,20,0,0,0,0,0,1,0,0,1,4.0,3.719294525666979,0,0
https://www.zoom.us/download,28,4,9,0,0,1,6,0,22,0,0,0,0,0,1,0,0,1,4.4,3.7803946541231945,0,0
https://www.salesforce.com/help,31,10,5,0,0,1,6,0,25,0,0,0,0,0,1,0,0,1,5.0,3.889049535914169,0,0
http://www.adobe.com/support,28,5,8,0,0,1,6,0,22,0,0,0,0,0,0,0,0,1,4.4,3.8868392966712704,0,0
https://www.apple.com/contact,29,5,8,0,0,1,6,0,23,0,0,0,0,0,1,0,0,1,4.6,3.71937582241537,0,0
https://www.stackoverflow.com/login,35,13,6,0,0,1,6,0,29,1,0,0,0,0,1,0,0,1,5.8,4.171860873964195,0,0
http://www.amazon.com/support?id=15,35,6,8,5,0,1,8,2,25,0,0,0,0,0,0,0,0,1,4.166666666666667,4.278584802350183,0,0
http://www.google.com?ref=759,29,6,0,7,0,1,7,3,19,0,0,0,0,0,0,0,0,0,3.8,4.1852301329094015,0,0
https://www.spotify.com/signup?lang=575,39,7,7,8,0,1,8,3,28,0,0,0,0,0,1,0,0,1,4.666666666666667,4.368108949354111,0,0
http://www.facebook.com/terms?page=799,38,8,6,8,0,1,8,3,27,0,0,0,0,0,0,0,0,1,4.5,4.306494947369445,0,0
http://www.amazon.com/signup,28,6,7,0,0,1,6,0,22,0,0,0,0,0,0,0,0,1,4.4,3.9677201004744993,0,0
http://www.zoom.us/blog?ref=6,29,4,5,5,0,1,8,1,20,0,0,0,0,0,0,0,0,1,3.3333333333333335,4.228165046627903,0,0
http://www.adobe.com/download,29,5,9,0,0,1,6,0,23,0,0,0,0,0,0,0,0,1,4.6,3.771437029461126,0,0
http://www.dropbox.com/services,31,7,9,0,0,1,6,0,25,0,0,0,0,0,0,0,0,1,5.0,4.042433003725894,0,0
http://www.adobe.com/blog,25,5,5,0,0,1,6,0,19,0,0,0,0,0,0,0,0,1,3.8,3.8332696895151073,0,0
